image_id,split,tiff_image_path,tif_label_path
17578840_15,train,data/tiff/train/17578840_15.tiff,data/tiff/train_labels/17578840_15.tif
17578855_15,train,data/tiff/train/17578855_15.tiff,data/tiff/train_labels/17578855_15.tif
17578870_15,train,data/tiff/train/17578870_15.tiff,data/tiff/train_labels/17578870_15.tif
17578885_15,train,data/tiff/train/17578885_15.tiff,data/tiff/train_labels/17578885_15.tif
17578900_15,train,data/tiff/train/17578900_15.tiff,data/tiff/train_labels/17578900_15.tif
17578915_15,train,data/tiff/train/17578915_15.tiff,data/tiff/train_labels/17578915_15.tif
17578930_15,train,data/tiff/train/17578930_15.tiff,data/tiff/train_labels/17578930_15.tif
17578945_15,train,data/tiff/train/17578945_15.tiff,data/tiff/train_labels/17578945_15.tif
17578960_15,train,data/tiff/train/17578960_15.tiff,data/tiff/train_labels/17578960_15.tif
17578975_15,train,data/tiff/train/17578975_15.tiff,data/tiff/train_labels/17578975_15.tif
17578990_15,train,data/tiff/train/17578990_15.tiff,data/tiff/train_labels/17578990_15.tif
17728705_15,train,data/tiff/train/17728705_15.tiff,data/tiff/train_labels/17728705_15.tif
17728720_15,train,data/tiff/train/17728720_15.tiff,data/tiff/train_labels/17728720_15.tif
17728735_15,train,data/tiff/train/17728735_15.tiff,data/tiff/train_labels/17728735_15.tif
17728750_15,train,data/tiff/train/17728750_15.tiff,data/tiff/train_labels/17728750_15.tif
17728765_15,train,data/tiff/train/17728765_15.tiff,data/tiff/train_labels/17728765_15.tif
17728780_15,train,data/tiff/train/17728780_15.tiff,data/tiff/train_labels/17728780_15.tif
17728795_15,train,data/tiff/train/17728795_15.tiff,data/tiff/train_labels/17728795_15.tif
17728810_15,train,data/tiff/train/17728810_15.tiff,data/tiff/train_labels/17728810_15.tif
17728855_15,train,data/tiff/train/17728855_15.tiff,data/tiff/train_labels/17728855_15.tif
17728870_15,train,data/tiff/train/17728870_15.tiff,data/tiff/train_labels/17728870_15.tif
17728885_15,train,data/tiff/train/17728885_15.tiff,data/tiff/train_labels/17728885_15.tif
17728900_15,train,data/tiff/train/17728900_15.tiff,data/tiff/train_labels/17728900_15.tif
17728915_15,train,data/tiff/train/17728915_15.tiff,data/tiff/train_labels/17728915_15.tif
17728930_15,train,data/tiff/train/17728930_15.tiff,data/tiff/train_labels/17728930_15.tif
17728945_15,train,data/tiff/train/17728945_15.tiff,data/tiff/train_labels/17728945_15.tif
17728960_15,train,data/tiff/train/17728960_15.tiff,data/tiff/train_labels/17728960_15.tif
17728975_15,train,data/tiff/train/17728975_15.tiff,data/tiff/train_labels/17728975_15.tif
17728990_15,train,data/tiff/train/17728990_15.tiff,data/tiff/train_labels/17728990_15.tif
17878705_15,train,data/tiff/train/17878705_15.tiff,data/tiff/train_labels/17878705_15.tif
17878720_15,train,data/tiff/train/17878720_15.tiff,data/tiff/train_labels/17878720_15.tif
17878750_15,train,data/tiff/train/17878750_15.tiff,data/tiff/train_labels/17878750_15.tif
17878765_15,train,data/tiff/train/17878765_15.tiff,data/tiff/train_labels/17878765_15.tif
17878795_15,train,data/tiff/train/17878795_15.tiff,data/tiff/train_labels/17878795_15.tif
17878810_15,train,data/tiff/train/17878810_15.tiff,data/tiff/train_labels/17878810_15.tif
17878855_15,train,data/tiff/train/17878855_15.tiff,data/tiff/train_labels/17878855_15.tif
17878870_15,train,data/tiff/train/17878870_15.tiff,data/tiff/train_labels/17878870_15.tif
17878900_15,train,data/tiff/train/17878900_15.tiff,data/tiff/train_labels/17878900_15.tif
17878915_15,train,data/tiff/train/17878915_15.tiff,data/tiff/train_labels/17878915_15.tif
17878930_15,train,data/tiff/train/17878930_15.tiff,data/tiff/train_labels/17878930_15.tif
17878945_15,train,data/tiff/train/17878945_15.tiff,data/tiff/train_labels/17878945_15.tif
17878960_15,train,data/tiff/train/17878960_15.tiff,data/tiff/train_labels/17878960_15.tif
18028705_15,train,data/tiff/train/18028705_15.tiff,data/tiff/train_labels/18028705_15.tif
18028720_15,train,data/tiff/train/18028720_15.tiff,data/tiff/train_labels/18028720_15.tif
18028735_15,train,data/tiff/train/18028735_15.tiff,data/tiff/train_labels/18028735_15.tif
18028765_15,train,data/tiff/train/18028765_15.tiff,data/tiff/train_labels/18028765_15.tif
18028780_15,train,data/tiff/train/18028780_15.tiff,data/tiff/train_labels/18028780_15.tif
18028795_15,train,data/tiff/train/18028795_15.tiff,data/tiff/train_labels/18028795_15.tif
18028810_15,train,data/tiff/train/18028810_15.tiff,data/tiff/train_labels/18028810_15.tif
18028825_15,train,data/tiff/train/18028825_15.tiff,data/tiff/train_labels/18028825_15.tif
18028870_15,train,data/tiff/train/18028870_15.tiff,data/tiff/train_labels/18028870_15.tif
18028885_15,train,data/tiff/train/18028885_15.tiff,data/tiff/train_labels/18028885_15.tif
18028900_15,train,data/tiff/train/18028900_15.tiff,data/tiff/train_labels/18028900_15.tif
18028915_15,train,data/tiff/train/18028915_15.tiff,data/tiff/train_labels/18028915_15.tif
18028930_15,train,data/tiff/train/18028930_15.tiff,data/tiff/train_labels/18028930_15.tif
18028960_15,train,data/tiff/train/18028960_15.tiff,data/tiff/train_labels/18028960_15.tif
18178705_15,train,data/tiff/train/18178705_15.tiff,data/tiff/train_labels/18178705_15.tif
18178720_15,train,data/tiff/train/18178720_15.tiff,data/tiff/train_labels/18178720_15.tif
18178735_15,train,data/tiff/train/18178735_15.tiff,data/tiff/train_labels/18178735_15.tif
18178750_15,train,data/tiff/train/18178750_15.tiff,data/tiff/train_labels/18178750_15.tif
18178765_15,train,data/tiff/train/18178765_15.tiff,data/tiff/train_labels/18178765_15.tif
18178795_15,train,data/tiff/train/18178795_15.tiff,data/tiff/train_labels/18178795_15.tif
18178810_15,train,data/tiff/train/18178810_15.tiff,data/tiff/train_labels/18178810_15.tif
18178825_15,train,data/tiff/train/18178825_15.tiff,data/tiff/train_labels/18178825_15.tif
18178885_15,train,data/tiff/train/18178885_15.tiff,data/tiff/train_labels/18178885_15.tif
18178900_15,train,data/tiff/train/18178900_15.tiff,data/tiff/train_labels/18178900_15.tif
18178915_15,train,data/tiff/train/18178915_15.tiff,data/tiff/train_labels/18178915_15.tif
18178930_15,train,data/tiff/train/18178930_15.tiff,data/tiff/train_labels/18178930_15.tif
18178945_15,train,data/tiff/train/18178945_15.tiff,data/tiff/train_labels/18178945_15.tif
18178960_15,train,data/tiff/train/18178960_15.tiff,data/tiff/train_labels/18178960_15.tif
18178975_15,train,data/tiff/train/18178975_15.tiff,data/tiff/train_labels/18178975_15.tif
18328720_15,train,data/tiff/train/18328720_15.tiff,data/tiff/train_labels/18328720_15.tif
18328750_15,train,data/tiff/train/18328750_15.tiff,data/tiff/train_labels/18328750_15.tif
18328765_15,train,data/tiff/train/18328765_15.tiff,data/tiff/train_labels/18328765_15.tif
18328795_15,train,data/tiff/train/18328795_15.tiff,data/tiff/train_labels/18328795_15.tif
18328810_15,train,data/tiff/train/18328810_15.tiff,data/tiff/train_labels/18328810_15.tif
18328885_15,train,data/tiff/train/18328885_15.tiff,data/tiff/train_labels/18328885_15.tif
18328900_15,train,data/tiff/train/18328900_15.tiff,data/tiff/train_labels/18328900_15.tif
18328915_15,train,data/tiff/train/18328915_15.tiff,data/tiff/train_labels/18328915_15.tif
18328930_15,train,data/tiff/train/18328930_15.tiff,data/tiff/train_labels/18328930_15.tif
18328945_15,train,data/tiff/train/18328945_15.tiff,data/tiff/train_labels/18328945_15.tif
18328975_15,train,data/tiff/train/18328975_15.tiff,data/tiff/train_labels/18328975_15.tif
18478720_15,train,data/tiff/train/18478720_15.tiff,data/tiff/train_labels/18478720_15.tif
18478750_15,train,data/tiff/train/18478750_15.tiff,data/tiff/train_labels/18478750_15.tif
18478765_15,train,data/tiff/train/18478765_15.tiff,data/tiff/train_labels/18478765_15.tif
18478780_15,train,data/tiff/train/18478780_15.tiff,data/tiff/train_labels/18478780_15.tif
18478795_15,train,data/tiff/train/18478795_15.tiff,data/tiff/train_labels/18478795_15.tif
18478885_15,train,data/tiff/train/18478885_15.tiff,data/tiff/train_labels/18478885_15.tif
18478915_15,train,data/tiff/train/18478915_15.tiff,data/tiff/train_labels/18478915_15.tif
18478945_15,train,data/tiff/train/18478945_15.tiff,data/tiff/train_labels/18478945_15.tif
18478960_15,train,data/tiff/train/18478960_15.tiff,data/tiff/train_labels/18478960_15.tif
18478975_15,train,data/tiff/train/18478975_15.tiff,data/tiff/train_labels/18478975_15.tif
18628720_15,train,data/tiff/train/18628720_15.tiff,data/tiff/train_labels/18628720_15.tif
18628735_15,train,data/tiff/train/18628735_15.tiff,data/tiff/train_labels/18628735_15.tif
18628750_15,train,data/tiff/train/18628750_15.tiff,data/tiff/train_labels/18628750_15.tif
18628765_15,train,data/tiff/train/18628765_15.tiff,data/tiff/train_labels/18628765_15.tif
18628780_15,train,data/tiff/train/18628780_15.tiff,data/tiff/train_labels/18628780_15.tif
18628795_15,train,data/tiff/train/18628795_15.tiff,data/tiff/train_labels/18628795_15.tif
18628885_15,train,data/tiff/train/18628885_15.tiff,data/tiff/train_labels/18628885_15.tif
18628900_15,train,data/tiff/train/18628900_15.tiff,data/tiff/train_labels/18628900_15.tif
18628915_15,train,data/tiff/train/18628915_15.tiff,data/tiff/train_labels/18628915_15.tif
18628930_15,train,data/tiff/train/18628930_15.tiff,data/tiff/train_labels/18628930_15.tif
18778720_15,train,data/tiff/train/18778720_15.tiff,data/tiff/train_labels/18778720_15.tif
18778735_15,train,data/tiff/train/18778735_15.tiff,data/tiff/train_labels/18778735_15.tif
18778750_15,train,data/tiff/train/18778750_15.tiff,data/tiff/train_labels/18778750_15.tif
18778765_15,train,data/tiff/train/18778765_15.tiff,data/tiff/train_labels/18778765_15.tif
18778780_15,train,data/tiff/train/18778780_15.tiff,data/tiff/train_labels/18778780_15.tif
18778795_15,train,data/tiff/train/18778795_15.tiff,data/tiff/train_labels/18778795_15.tif
18928720_15,train,data/tiff/train/18928720_15.tiff,data/tiff/train_labels/18928720_15.tif
18928735_15,train,data/tiff/train/18928735_15.tiff,data/tiff/train_labels/18928735_15.tif
18928750_15,train,data/tiff/train/18928750_15.tiff,data/tiff/train_labels/18928750_15.tif
18928765_15,train,data/tiff/train/18928765_15.tiff,data/tiff/train_labels/18928765_15.tif
18928780_15,train,data/tiff/train/18928780_15.tiff,data/tiff/train_labels/18928780_15.tif
18928795_15,train,data/tiff/train/18928795_15.tiff,data/tiff/train_labels/18928795_15.tif
19078735_15,train,data/tiff/train/19078735_15.tiff,data/tiff/train_labels/19078735_15.tif
19078750_15,train,data/tiff/train/19078750_15.tiff,data/tiff/train_labels/19078750_15.tif
19078765_15,train,data/tiff/train/19078765_15.tiff,data/tiff/train_labels/19078765_15.tif
19228735_15,train,data/tiff/train/19228735_15.tiff,data/tiff/train_labels/19228735_15.tif
19228750_15,train,data/tiff/train/19228750_15.tiff,data/tiff/train_labels/19228750_15.tif
19528630_15,train,data/tiff/train/19528630_15.tiff,data/tiff/train_labels/19528630_15.tif
19528645_15,train,data/tiff/train/19528645_15.tiff,data/tiff/train_labels/19528645_15.tif
19528660_15,train,data/tiff/train/19528660_15.tiff,data/tiff/train_labels/19528660_15.tif
19528675_15,train,data/tiff/train/19528675_15.tiff,data/tiff/train_labels/19528675_15.tif
19678630_15,train,data/tiff/train/19678630_15.tiff,data/tiff/train_labels/19678630_15.tif
19678645_15,train,data/tiff/train/19678645_15.tiff,data/tiff/train_labels/19678645_15.tif
19678660_15,train,data/tiff/train/19678660_15.tiff,data/tiff/train_labels/19678660_15.tif
19678675_15,train,data/tiff/train/19678675_15.tiff,data/tiff/train_labels/19678675_15.tif
19828630_15,train,data/tiff/train/19828630_15.tiff,data/tiff/train_labels/19828630_15.tif
19828645_15,train,data/tiff/train/19828645_15.tiff,data/tiff/train_labels/19828645_15.tif
19828660_15,train,data/tiff/train/19828660_15.tiff,data/tiff/train_labels/19828660_15.tif
19828675_15,train,data/tiff/train/19828675_15.tiff,data/tiff/train_labels/19828675_15.tif
19828885_15,train,data/tiff/train/19828885_15.tiff,data/tiff/train_labels/19828885_15.tif
19828900_15,train,data/tiff/train/19828900_15.tiff,data/tiff/train_labels/19828900_15.tif
19828915_15,train,data/tiff/train/19828915_15.tiff,data/tiff/train_labels/19828915_15.tif
19978630_15,train,data/tiff/train/19978630_15.tiff,data/tiff/train_labels/19978630_15.tif
19978645_15,train,data/tiff/train/19978645_15.tiff,data/tiff/train_labels/19978645_15.tif
19978660_15,train,data/tiff/train/19978660_15.tiff,data/tiff/train_labels/19978660_15.tif
19978675_15,train,data/tiff/train/19978675_15.tiff,data/tiff/train_labels/19978675_15.tif
19978885_15,train,data/tiff/train/19978885_15.tiff,data/tiff/train_labels/19978885_15.tif
19978900_15,train,data/tiff/train/19978900_15.tiff,data/tiff/train_labels/19978900_15.tif
19978915_15,train,data/tiff/train/19978915_15.tiff,data/tiff/train_labels/19978915_15.tif
19978930_15,train,data/tiff/train/19978930_15.tiff,data/tiff/train_labels/19978930_15.tif
19978945_15,train,data/tiff/train/19978945_15.tiff,data/tiff/train_labels/19978945_15.tif
20128870_15,train,data/tiff/train/20128870_15.tiff,data/tiff/train_labels/20128870_15.tif
20128885_15,train,data/tiff/train/20128885_15.tiff,data/tiff/train_labels/20128885_15.tif
20128900_15,train,data/tiff/train/20128900_15.tiff,data/tiff/train_labels/20128900_15.tif
20128915_15,train,data/tiff/train/20128915_15.tiff,data/tiff/train_labels/20128915_15.tif
20128930_15,train,data/tiff/train/20128930_15.tiff,data/tiff/train_labels/20128930_15.tif
20128945_15,train,data/tiff/train/20128945_15.tiff,data/tiff/train_labels/20128945_15.tif
20128960_15,train,data/tiff/train/20128960_15.tiff,data/tiff/train_labels/20128960_15.tif
20128975_15,train,data/tiff/train/20128975_15.tiff,data/tiff/train_labels/20128975_15.tif
20128990_15,train,data/tiff/train/20128990_15.tiff,data/tiff/train_labels/20128990_15.tif
20129005_15,train,data/tiff/train/20129005_15.tiff,data/tiff/train_labels/20129005_15.tif
20278870_15,train,data/tiff/train/20278870_15.tiff,data/tiff/train_labels/20278870_15.tif
20278900_15,train,data/tiff/train/20278900_15.tiff,data/tiff/train_labels/20278900_15.tif
20278915_15,train,data/tiff/train/20278915_15.tiff,data/tiff/train_labels/20278915_15.tif
20278930_15,train,data/tiff/train/20278930_15.tiff,data/tiff/train_labels/20278930_15.tif
20278945_15,train,data/tiff/train/20278945_15.tiff,data/tiff/train_labels/20278945_15.tif
20278960_15,train,data/tiff/train/20278960_15.tiff,data/tiff/train_labels/20278960_15.tif
20278975_15,train,data/tiff/train/20278975_15.tiff,data/tiff/train_labels/20278975_15.tif
20278990_15,train,data/tiff/train/20278990_15.tiff,data/tiff/train_labels/20278990_15.tif
20279005_15,train,data/tiff/train/20279005_15.tiff,data/tiff/train_labels/20279005_15.tif
20428870_15,train,data/tiff/train/20428870_15.tiff,data/tiff/train_labels/20428870_15.tif
20428885_15,train,data/tiff/train/20428885_15.tiff,data/tiff/train_labels/20428885_15.tif
20428900_15,train,data/tiff/train/20428900_15.tiff,data/tiff/train_labels/20428900_15.tif
20428915_15,train,data/tiff/train/20428915_15.tiff,data/tiff/train_labels/20428915_15.tif
20428930_15,train,data/tiff/train/20428930_15.tiff,data/tiff/train_labels/20428930_15.tif
20428945_15,train,data/tiff/train/20428945_15.tiff,data/tiff/train_labels/20428945_15.tif
20428960_15,train,data/tiff/train/20428960_15.tiff,data/tiff/train_labels/20428960_15.tif
20428975_15,train,data/tiff/train/20428975_15.tiff,data/tiff/train_labels/20428975_15.tif
20428990_15,train,data/tiff/train/20428990_15.tiff,data/tiff/train_labels/20428990_15.tif
20429005_15,train,data/tiff/train/20429005_15.tiff,data/tiff/train_labels/20429005_15.tif
20578870_15,train,data/tiff/train/20578870_15.tiff,data/tiff/train_labels/20578870_15.tif
20578885_15,train,data/tiff/train/20578885_15.tiff,data/tiff/train_labels/20578885_15.tif
20578900_15,train,data/tiff/train/20578900_15.tiff,data/tiff/train_labels/20578900_15.tif
20578915_15,train,data/tiff/train/20578915_15.tiff,data/tiff/train_labels/20578915_15.tif
20578930_15,train,data/tiff/train/20578930_15.tiff,data/tiff/train_labels/20578930_15.tif
20578945_15,train,data/tiff/train/20578945_15.tiff,data/tiff/train_labels/20578945_15.tif
20578960_15,train,data/tiff/train/20578960_15.tiff,data/tiff/train_labels/20578960_15.tif
20578975_15,train,data/tiff/train/20578975_15.tiff,data/tiff/train_labels/20578975_15.tif
20578990_15,train,data/tiff/train/20578990_15.tiff,data/tiff/train_labels/20578990_15.tif
20579005_15,train,data/tiff/train/20579005_15.tiff,data/tiff/train_labels/20579005_15.tif
20728870_15,train,data/tiff/train/20728870_15.tiff,data/tiff/train_labels/20728870_15.tif
20728885_15,train,data/tiff/train/20728885_15.tiff,data/tiff/train_labels/20728885_15.tif
20728900_15,train,data/tiff/train/20728900_15.tiff,data/tiff/train_labels/20728900_15.tif
20728915_15,train,data/tiff/train/20728915_15.tiff,data/tiff/train_labels/20728915_15.tif
20728930_15,train,data/tiff/train/20728930_15.tiff,data/tiff/train_labels/20728930_15.tif
20728945_15,train,data/tiff/train/20728945_15.tiff,data/tiff/train_labels/20728945_15.tif
20728975_15,train,data/tiff/train/20728975_15.tiff,data/tiff/train_labels/20728975_15.tif
20728990_15,train,data/tiff/train/20728990_15.tiff,data/tiff/train_labels/20728990_15.tif
20729005_15,train,data/tiff/train/20729005_15.tiff,data/tiff/train_labels/20729005_15.tif
20878900_15,train,data/tiff/train/20878900_15.tiff,data/tiff/train_labels/20878900_15.tif
20878915_15,train,data/tiff/train/20878915_15.tiff,data/tiff/train_labels/20878915_15.tif
20878945_15,train,data/tiff/train/20878945_15.tiff,data/tiff/train_labels/20878945_15.tif
20878960_15,train,data/tiff/train/20878960_15.tiff,data/tiff/train_labels/20878960_15.tif
20878975_15,train,data/tiff/train/20878975_15.tiff,data/tiff/train_labels/20878975_15.tif
20878990_15,train,data/tiff/train/20878990_15.tiff,data/tiff/train_labels/20878990_15.tif
20879005_15,train,data/tiff/train/20879005_15.tiff,data/tiff/train_labels/20879005_15.tif
21028900_15,train,data/tiff/train/21028900_15.tiff,data/tiff/train_labels/21028900_15.tif
21028915_15,train,data/tiff/train/21028915_15.tiff,data/tiff/train_labels/21028915_15.tif
21028930_15,train,data/tiff/train/21028930_15.tiff,data/tiff/train_labels/21028930_15.tif
21028945_15,train,data/tiff/train/21028945_15.tiff,data/tiff/train_labels/21028945_15.tif
21028960_15,train,data/tiff/train/21028960_15.tiff,data/tiff/train_labels/21028960_15.tif
21028975_15,train,data/tiff/train/21028975_15.tiff,data/tiff/train_labels/21028975_15.tif
21178885_15,train,data/tiff/train/21178885_15.tiff,data/tiff/train_labels/21178885_15.tif
21178900_15,train,data/tiff/train/21178900_15.tiff,data/tiff/train_labels/21178900_15.tif
21178915_15,train,data/tiff/train/21178915_15.tiff,data/tiff/train_labels/21178915_15.tif
21178930_15,train,data/tiff/train/21178930_15.tiff,data/tiff/train_labels/21178930_15.tif
21178945_15,train,data/tiff/train/21178945_15.tiff,data/tiff/train_labels/21178945_15.tif
21178960_15,train,data/tiff/train/21178960_15.tiff,data/tiff/train_labels/21178960_15.tif
21178975_15,train,data/tiff/train/21178975_15.tiff,data/tiff/train_labels/21178975_15.tif
21328870_15,train,data/tiff/train/21328870_15.tiff,data/tiff/train_labels/21328870_15.tif
21328885_15,train,data/tiff/train/21328885_15.tiff,data/tiff/train_labels/21328885_15.tif
21328900_15,train,data/tiff/train/21328900_15.tiff,data/tiff/train_labels/21328900_15.tif
21328915_15,train,data/tiff/train/21328915_15.tiff,data/tiff/train_labels/21328915_15.tif
21328930_15,train,data/tiff/train/21328930_15.tiff,data/tiff/train_labels/21328930_15.tif
21328945_15,train,data/tiff/train/21328945_15.tiff,data/tiff/train_labels/21328945_15.tif
21328960_15,train,data/tiff/train/21328960_15.tiff,data/tiff/train_labels/21328960_15.tif
21328975_15,train,data/tiff/train/21328975_15.tiff,data/tiff/train_labels/21328975_15.tif
21328990_15,train,data/tiff/train/21328990_15.tiff,data/tiff/train_labels/21328990_15.tif
21329005_15,train,data/tiff/train/21329005_15.tiff,data/tiff/train_labels/21329005_15.tif
21329020_15,train,data/tiff/train/21329020_15.tiff,data/tiff/train_labels/21329020_15.tif
21329035_15,train,data/tiff/train/21329035_15.tiff,data/tiff/train_labels/21329035_15.tif
21329050_15,train,data/tiff/train/21329050_15.tiff,data/tiff/train_labels/21329050_15.tif
21478870_15,train,data/tiff/train/21478870_15.tiff,data/tiff/train_labels/21478870_15.tif
21478885_15,train,data/tiff/train/21478885_15.tiff,data/tiff/train_labels/21478885_15.tif
21478900_15,train,data/tiff/train/21478900_15.tiff,data/tiff/train_labels/21478900_15.tif
21478915_15,train,data/tiff/train/21478915_15.tiff,data/tiff/train_labels/21478915_15.tif
21478930_15,train,data/tiff/train/21478930_15.tiff,data/tiff/train_labels/21478930_15.tif
21478945_15,train,data/tiff/train/21478945_15.tiff,data/tiff/train_labels/21478945_15.tif
21478960_15,train,data/tiff/train/21478960_15.tiff,data/tiff/train_labels/21478960_15.tif
21478975_15,train,data/tiff/train/21478975_15.tiff,data/tiff/train_labels/21478975_15.tif
21478990_15,train,data/tiff/train/21478990_15.tiff,data/tiff/train_labels/21478990_15.tif
21479005_15,train,data/tiff/train/21479005_15.tiff,data/tiff/train_labels/21479005_15.tif
21479020_15,train,data/tiff/train/21479020_15.tiff,data/tiff/train_labels/21479020_15.tif
21479050_15,train,data/tiff/train/21479050_15.tiff,data/tiff/train_labels/21479050_15.tif
21479065_15,train,data/tiff/train/21479065_15.tiff,data/tiff/train_labels/21479065_15.tif
21628870_15,train,data/tiff/train/21628870_15.tiff,data/tiff/train_labels/21628870_15.tif
21628885_15,train,data/tiff/train/21628885_15.tiff,data/tiff/train_labels/21628885_15.tif
21628900_15,train,data/tiff/train/21628900_15.tiff,data/tiff/train_labels/21628900_15.tif
21628915_15,train,data/tiff/train/21628915_15.tiff,data/tiff/train_labels/21628915_15.tif
21628930_15,train,data/tiff/train/21628930_15.tiff,data/tiff/train_labels/21628930_15.tif
21628945_15,train,data/tiff/train/21628945_15.tiff,data/tiff/train_labels/21628945_15.tif
21628960_15,train,data/tiff/train/21628960_15.tiff,data/tiff/train_labels/21628960_15.tif
21628975_15,train,data/tiff/train/21628975_15.tiff,data/tiff/train_labels/21628975_15.tif
21628990_15,train,data/tiff/train/21628990_15.tiff,data/tiff/train_labels/21628990_15.tif
21629005_15,train,data/tiff/train/21629005_15.tiff,data/tiff/train_labels/21629005_15.tif
21629020_15,train,data/tiff/train/21629020_15.tiff,data/tiff/train_labels/21629020_15.tif
21629035_15,train,data/tiff/train/21629035_15.tiff,data/tiff/train_labels/21629035_15.tif
21629050_15,train,data/tiff/train/21629050_15.tiff,data/tiff/train_labels/21629050_15.tif
21629065_15,train,data/tiff/train/21629065_15.tiff,data/tiff/train_labels/21629065_15.tif
21778900_15,train,data/tiff/train/21778900_15.tiff,data/tiff/train_labels/21778900_15.tif
21778915_15,train,data/tiff/train/21778915_15.tiff,data/tiff/train_labels/21778915_15.tif
21778930_15,train,data/tiff/train/21778930_15.tiff,data/tiff/train_labels/21778930_15.tif
21778945_15,train,data/tiff/train/21778945_15.tiff,data/tiff/train_labels/21778945_15.tif
21778960_15,train,data/tiff/train/21778960_15.tiff,data/tiff/train_labels/21778960_15.tif
21778975_15,train,data/tiff/train/21778975_15.tiff,data/tiff/train_labels/21778975_15.tif
21778990_15,train,data/tiff/train/21778990_15.tiff,data/tiff/train_labels/21778990_15.tif
21779020_15,train,data/tiff/train/21779020_15.tiff,data/tiff/train_labels/21779020_15.tif
21779035_15,train,data/tiff/train/21779035_15.tiff,data/tiff/train_labels/21779035_15.tif
21779050_15,train,data/tiff/train/21779050_15.tiff,data/tiff/train_labels/21779050_15.tif
21779065_15,train,data/tiff/train/21779065_15.tiff,data/tiff/train_labels/21779065_15.tif
21779080_15,train,data/tiff/train/21779080_15.tiff,data/tiff/train_labels/21779080_15.tif
21928900_15,train,data/tiff/train/21928900_15.tiff,data/tiff/train_labels/21928900_15.tif
21928915_15,train,data/tiff/train/21928915_15.tiff,data/tiff/train_labels/21928915_15.tif
21928930_15,train,data/tiff/train/21928930_15.tiff,data/tiff/train_labels/21928930_15.tif
21928945_15,train,data/tiff/train/21928945_15.tiff,data/tiff/train_labels/21928945_15.tif
21928960_15,train,data/tiff/train/21928960_15.tiff,data/tiff/train_labels/21928960_15.tif
21928975_15,train,data/tiff/train/21928975_15.tiff,data/tiff/train_labels/21928975_15.tif
21928990_15,train,data/tiff/train/21928990_15.tiff,data/tiff/train_labels/21928990_15.tif
21929005_15,train,data/tiff/train/21929005_15.tiff,data/tiff/train_labels/21929005_15.tif
21929035_15,train,data/tiff/train/21929035_15.tiff,data/tiff/train_labels/21929035_15.tif
21929050_15,train,data/tiff/train/21929050_15.tiff,data/tiff/train_labels/21929050_15.tif
21929065_15,train,data/tiff/train/21929065_15.tiff,data/tiff/train_labels/21929065_15.tif
21929080_15,train,data/tiff/train/21929080_15.tiff,data/tiff/train_labels/21929080_15.tif
22078900_15,train,data/tiff/train/22078900_15.tiff,data/tiff/train_labels/22078900_15.tif
22078915_15,train,data/tiff/train/22078915_15.tiff,data/tiff/train_labels/22078915_15.tif
22078930_15,train,data/tiff/train/22078930_15.tiff,data/tiff/train_labels/22078930_15.tif
22078945_15,train,data/tiff/train/22078945_15.tiff,data/tiff/train_labels/22078945_15.tif
22078960_15,train,data/tiff/train/22078960_15.tiff,data/tiff/train_labels/22078960_15.tif
22078990_15,train,data/tiff/train/22078990_15.tiff,data/tiff/train_labels/22078990_15.tif
22079005_15,train,data/tiff/train/22079005_15.tiff,data/tiff/train_labels/22079005_15.tif
22079020_15,train,data/tiff/train/22079020_15.tiff,data/tiff/train_labels/22079020_15.tif
22079035_15,train,data/tiff/train/22079035_15.tiff,data/tiff/train_labels/22079035_15.tif
22079050_15,train,data/tiff/train/22079050_15.tiff,data/tiff/train_labels/22079050_15.tif
22079065_15,train,data/tiff/train/22079065_15.tiff,data/tiff/train_labels/22079065_15.tif
22079080_15,train,data/tiff/train/22079080_15.tiff,data/tiff/train_labels/22079080_15.tif
22079365_15,train,data/tiff/train/22079365_15.tiff,data/tiff/train_labels/22079365_15.tif
22079380_15,train,data/tiff/train/22079380_15.tiff,data/tiff/train_labels/22079380_15.tif
22079395_15,train,data/tiff/train/22079395_15.tiff,data/tiff/train_labels/22079395_15.tif
22079410_15,train,data/tiff/train/22079410_15.tiff,data/tiff/train_labels/22079410_15.tif
22079425_15,train,data/tiff/train/22079425_15.tiff,data/tiff/train_labels/22079425_15.tif
22228915_15,train,data/tiff/train/22228915_15.tiff,data/tiff/train_labels/22228915_15.tif
22228930_15,train,data/tiff/train/22228930_15.tiff,data/tiff/train_labels/22228930_15.tif
22228945_15,train,data/tiff/train/22228945_15.tiff,data/tiff/train_labels/22228945_15.tif
22228960_15,train,data/tiff/train/22228960_15.tiff,data/tiff/train_labels/22228960_15.tif
22228975_15,train,data/tiff/train/22228975_15.tiff,data/tiff/train_labels/22228975_15.tif
22228990_15,train,data/tiff/train/22228990_15.tiff,data/tiff/train_labels/22228990_15.tif
22229005_15,train,data/tiff/train/22229005_15.tiff,data/tiff/train_labels/22229005_15.tif
22229020_15,train,data/tiff/train/22229020_15.tiff,data/tiff/train_labels/22229020_15.tif
22229035_15,train,data/tiff/train/22229035_15.tiff,data/tiff/train_labels/22229035_15.tif
22229065_15,train,data/tiff/train/22229065_15.tiff,data/tiff/train_labels/22229065_15.tif
22229080_15,train,data/tiff/train/22229080_15.tiff,data/tiff/train_labels/22229080_15.tif
